,exp_id,word,word_understand,reading_times,number_of_fixations,fixation_duration,fixation_duration_div_syllable,fixation_duration_div_length,fixation_duration_diff,number_of_fixations_diff,reading_times_diff
364,590,weekend,1,0,0,0,0.0,0.0,0,0,0
365,590,bringing,1,1,1,360,180.0,45.0,360,1,1
366,590,with,1,0,0,0,0.0,0.0,-360,-1,-1
367,590,it,1,0,0,0,0.0,0.0,0,0,0
368,590,winds,1,2,2,500,500.0,100.0,500,2,2
369,590,of,1,0,0,0,0.0,0.0,-500,-2,-2
370,590,up,1,1,3,859,859.0,429.5,859,3,1
371,590,to,1,0,0,0,0.0,0.0,-859,-3,-1
372,590,170,1,0,0,0,0.0,0.0,0,0,0
373,590,kilometres,1,1,1,966,322.0,96.6,966,1,1
374,590,an,1,1,1,410,410.0,205.0,-556,0,0
375,590,hour,1,1,1,261,261.0,65.25,-149,0,0
376,590,Houses,1,2,2,691,345.5,115.16666666666669,430,1,1
377,590,along,1,1,1,202,202.0,40.4,-489,-1,-1
378,590,the,1,0,0,0,0.0,0.0,-202,-1,-1
379,590,coast,1,0,0,0,0.0,0.0,0,0,0
380,590,were,1,2,2,513,513.0,128.25,513,2,2
381,590,destroyed,1,1,2,1004,502.0,111.55555555555556,491,0,-1
382,590,trees,1,2,2,758,758.0,151.6,-246,0,1
383,590,uprooted,0,2,2,653,217.66666666666663,81.625,-105,0,0
384,590,and,1,0,0,0,0.0,0.0,-653,-2,-2
385,590,power,1,1,1,299,149.5,59.8,299,1,1
386,590,knocked,1,1,1,694,694.0,99.14285714285714,395,0,0
387,590,out,1,1,1,382,382.0,127.33333333333331,-312,0,0
388,590,The,1,0,0,0,0.0,0.0,-382,-1,-1
389,590,value,1,1,2,414,207.0,82.8,414,2,1
390,590,of,1,0,0,0,0.0,0.0,-414,-2,-1
391,590,the,1,1,2,1311,1311.0,437.0,1311,2,1
392,590,British,1,2,4,1786,1786.0,255.14285714285717,475,2,1
393,590,pound,1,2,2,440,440.0,88.0,-1346,-2,0
394,590,has,1,1,1,307,307.0,102.33333333333331,-133,-1,-1
395,590,slumped,1,1,1,486,486.0,69.42857142857143,179,0,0
396,590,to,1,0,0,0,0.0,0.0,-486,-1,-1
397,590,an,1,0,0,0,0.0,0.0,0,0,0
398,590,all-time,1,1,2,522,261.0,65.25,522,2,1
399,590,low,1,0,0,0,0.0,0.0,-522,-2,-1
400,590,against,1,1,1,227,227.0,32.42857142857143,227,1,1
401,590,the,1,1,1,258,258.0,86.0,31,0,0
402,590,dollar,1,0,0,0,0.0,0.0,-258,-1,-1
403,590,It,1,0,0,0,0.0,0.0,0,0,0
404,590,dropped,1,1,1,217,217.0,31.0,217,1,1
405,590,by,1,1,1,541,541.0,270.5,324,0,0
406,590,four,1,1,1,402,402.0,100.5,-139,0,0
407,590,percent,1,0,0,0,0.0,0.0,-402,-1,-1
408,590,in,1,1,1,398,398.0,199.0,398,1,1
409,590,early,1,0,0,0,0.0,0.0,-398,-1,-1
410,590,trading,1,1,2,680,340.0,97.14285714285714,680,2,1
411,590,and,1,0,0,0,0.0,0.0,-680,-2,-1
412,590,is,1,0,0,0,0.0,0.0,0,0,0
413,590,now,1,0,0,0,0.0,0.0,0,0,0
414,590,worth,1,1,1,234,234.0,46.8,234,1,1
415,590,around,1,1,1,235,235.0,39.16666666666666,1,0,0
416,590,one,1,1,1,319,319.0,106.33333333333331,84,0,0
417,590,dollar,1,1,1,346,173.0,57.66666666666666,27,0,0
418,590,and,1,1,1,575,575.0,191.66666666666663,229,0,0
419,590,five,1,0,0,0,0.0,0.0,-575,-1,-1
420,590,cents,1,1,2,806,806.0,161.2,806,2,1
421,590,The,1,1,1,903,903.0,301.0,97,-1,0
422,590,fall,1,3,4,1100,1100.0,275.0,197,3,2
423,590,follows,1,1,1,223,111.5,31.857142857142858,-877,-3,-2
424,590,a,1,3,3,1059,1059.0,1059.0,836,2,2
425,590,frosty,0,1,1,514,514.0,85.66666666666667,-545,-2,-2
426,590,reception,0,2,5,2970,990.0,330.0,2456,4,1
427,590,by,1,0,0,0,0.0,0.0,-2970,-5,-2
428,590,the,1,0,0,0,0.0,0.0,0,0,0
429,590,markets,1,1,2,644,322.0,92.0,644,2,1
430,590,to,1,0,0,0,0.0,0.0,-644,-2,-1
431,590,the,1,0,0,0,0.0,0.0,0,0,0
432,590,UK,1,0,0,0,0.0,0.0,0,0,0
433,590,government's,1,1,1,208,69.33333333333333,17.333333333333332,208,1,1
434,590,announcement,0,2,8,2343,781.0,195.25,2135,7,1
435,590,last,1,0,0,0,0.0,0.0,-2343,-8,-2
436,590,week,1,0,0,0,0.0,0.0,0,0,0
437,590,that,1,0,0,0,0.0,0.0,0,0,0
438,590,it,1,1,1,218,218.0,109.0,218,1,1
439,590,will,1,1,1,899,899.0,224.75,681,0,0
440,590,cut,1,1,1,367,367.0,122.33333333333331,-532,0,0
441,590,taxes,1,1,1,208,104.0,41.6,-159,0,0
442,590,and,1,0,0,0,0.0,0.0,-208,-1,-1
443,590,hugely,1,2,3,928,464.0,154.66666666666666,928,3,2
444,590,increase,1,6,7,2663,1331.5,332.875,1735,4,4
445,590,borrowing,0,2,2,1220,406.6666666666667,135.55555555555554,-1443,-5,-4
446,590,The,1,0,0,0,0.0,0.0,-1220,-2,-2
447,590,BBC's,1,1,1,1665,1665.0,333.0,1665,1,1
448,590,Suranjana,1,1,1,204,102.0,22.666666666666668,-1461,0,0
449,590,Tewari,1,0,0,0,0.0,0.0,-204,-1,-1
450,590,in,1,1,1,362,362.0,181.0,362,1,1
451,590,Singapore,1,0,0,0,0.0,0.0,-362,-1,-1
452,590,says,1,1,1,666,666.0,166.5,666,1,1
453,590,Asian,1,2,2,895,895.0,179.0,229,1,1
454,590,investors,1,2,4,1022,511.0,113.55555555555556,127,2,0
455,590,are,1,0,0,0,0.0,0.0,-1022,-4,-2
456,590,also,1,0,0,0,0.0,0.0,0,0,0
457,590,dumping,1,2,2,652,326.0,93.14285714285714,652,2,2
458,590,sterling,0,1,1,312,156.0,39.0,-340,-1,-1
459,590,and,1,1,1,751,751.0,250.33333333333331,439,0,0
460,590,other,1,3,4,1775,887.5,355.0,1024,3,2
461,590,currencies,1,2,2,474,158.0,47.4,-1301,-2,-1
462,590,because,1,1,1,202,101.0,28.857142857142858,-272,-1,-1
463,590,the,1,0,0,0,0.0,0.0,-202,-1,-1
464,590,US,1,0,0,0,0.0,0.0,0,0,0
465,590,Federal,1,0,0,0,0.0,0.0,0,0,0
466,590,Reserve,1,2,2,669,334.5,95.57142857142856,669,2,2
467,590,has,1,0,0,0,0.0,0.0,-669,-2,-2
468,590,hiked,1,0,0,0,0.0,0.0,0,0,0
469,590,interest,1,2,2,693,231.0,86.625,693,2,2
470,590,rates,1,0,0,0,0.0,0.0,-693,-2,-2
471,590,so,1,1,1,211,211.0,105.5,211,1,1
472,590,quickly,1,1,1,739,369.5,105.57142857142856,528,0,0
473,590,to,1,0,0,0,0.0,0.0,-739,-1,-1
474,590,fight,1,0,0,0,0.0,0.0,0,0,0
475,590,inflation,1,1,6,2672,890.6666666666666,296.8888888888889,2672,6,1
476,590,This,1,0,0,0,0.0,0.0,-2672,-6,-1
477,590,is,1,0,0,0,0.0,0.0,0,0,0
478,590,as,1,0,0,0,0.0,0.0,0,0,0
479,590,much,1,1,1,509,509.0,127.25,509,1,1
480,590,a,1,1,1,216,216.0,216.0,-293,0,0
481,590,story,1,0,0,0,0.0,0.0,-216,-1,-1
482,590,about,1,1,2,533,533.0,106.6,533,2,1
483,590,a,1,1,1,235,235.0,235.0,-298,-1,0
484,590,weak,1,4,4,1202,1202.0,300.5,967,3,3
485,590,pound,1,2,3,2175,2175.0,435.0,973,-1,-2
486,590,but,1,0,0,0,0.0,0.0,-2175,-3,-2
487,590,also,1,3,3,958,479.0,239.5,958,3,3
488,590,about,1,0,0,0,0.0,0.0,-958,-3,-3
489,590,the,1,1,2,1293,1293.0,431.0,1293,2,1
490,590,strong,1,1,1,635,635.0,105.83333333333331,-658,-1,0
491,590,dollar,1,1,2,432,216.0,72.0,-203,1,0
492,590,and,1,0,0,0,0.0,0.0,-432,-2,-1
493,590,that's,1,1,1,225,225.0,37.5,225,1,1
494,590,largely,1,0,0,0,0.0,0.0,-225,-1,-1
495,590,because,1,1,1,337,168.5,48.142857142857146,337,1,1
496,590,of,1,1,2,687,687.0,343.5,350,1,0
497,590,what,1,1,1,400,400.0,100.0,-287,-1,0
498,590,the,1,1,1,214,214.0,71.33333333333333,-186,0,0
499,590,Fed,1,1,1,414,414.0,138.0,200,0,0
500,590,has,1,1,1,216,216.0,72.0,-198,0,0
501,590,done,1,1,1,496,496.0,124.0,280,0,0
502,590,over,1,0,0,0,0.0,0.0,-496,-1,-1
503,590,in,1,0,0,0,0.0,0.0,0,0,0
504,590,the,1,1,1,326,326.0,108.66666666666669,326,1,1
505,590,US,1,1,1,551,551.0,275.5,225,0,0
506,590,It,1,1,1,345,345.0,172.5,-206,0,0
507,590,continues,1,1,1,217,72.33333333333333,24.11111111111111,-128,0,0
508,590,to,1,1,1,205,205.0,102.5,-12,0,0
509,590,raise,1,1,1,233,233.0,46.6,28,0,0
510,590,interest,1,0,0,0,0.0,0.0,-233,-1,-1
511,590,rates,1,1,1,305,305.0,61.0,305,1,1
512,590,to,1,2,2,592,592.0,296.0,287,1,1
513,590,try,1,0,0,0,0.0,0.0,-592,-2,-2
514,590,and,1,1,1,265,265.0,88.33333333333333,265,1,1
515,590,reduce,1,1,3,1078,539.0,179.66666666666666,813,2,0
516,590,inflation,1,1,1,210,70.0,23.33333333333333,-868,-2,0
517,590,And,1,1,1,851,851.0,283.6666666666667,641,0,0
518,590,that's,1,0,0,0,0.0,0.0,-851,-1,-1
519,590,what's,1,1,1,914,914.0,152.33333333333334,914,1,1
520,590,causing,1,0,0,0,0.0,0.0,-914,-1,-1
521,590,the,1,0,0,0,0.0,0.0,0,0,0
522,590,dollar,1,0,0,0,0.0,0.0,0,0,0
523,590,to,1,0,0,0,0.0,0.0,0,0,0
524,590,become,1,1,2,514,257.0,85.66666666666667,514,2,1
525,590,so,1,1,1,389,389.0,194.5,-125,-1,0
526,590,strong,1,0,0,0,0.0,0.0,-389,-1,-1
527,590,and,1,0,0,0,0.0,0.0,0,0,0
528,590,other,1,2,3,758,379.0,151.6,758,3,2
529,590,currencies,1,1,1,681,227.0,68.1,-77,-2,-1
530,590,like,1,0,0,0,0.0,0.0,-681,-1,-1
531,590,the,1,1,1,201,201.0,67.0,201,1,1
532,590,pound,1,1,2,686,686.0,137.2,485,1,0
533,590,to,1,1,1,305,305.0,152.5,-381,-1,0
534,590,become,1,1,1,399,199.5,66.5,94,0,0
535,590,so,1,1,1,298,298.0,149.0,-101,0,0
536,590,weak,1,0,0,0,0.0,0.0,-298,-1,-1
537,590,Anti-government,1,2,9,3156,1052.0,210.4,3156,9,2
538,590,demonstrations,1,3,6,2084,694.6666666666666,148.85714285714286,-1072,-3,1
539,590,have,1,0,0,0,0.0,0.0,-2084,-6,-3
540,590,taken,1,0,0,0,0.0,0.0,0,0,0
541,590,place,1,1,1,306,306.0,61.2,306,1,1
542,590,in,1,2,2,590,590.0,295.0,284,1,1
543,590,several,1,2,2,796,265.3333333333333,113.71428571428572,206,0,0
544,590,suburbs,1,3,4,1069,534.5,152.71428571428572,273,2,1
545,590,of,1,2,2,576,576.0,288.0,-493,-2,-1
546,590,the,1,0,0,0,0.0,0.0,-576,-2,-2
547,590,Tunisian,1,1,1,221,221.0,27.625,221,1,1
548,590,capital,1,1,1,209,69.66666666666667,29.857142857142858,-12,0,0
549,590,Tunis,1,1,2,443,221.5,88.6,234,1,0
550,590,Marchers,1,1,1,249,249.0,31.125,-194,-1,0
551,590,criticized,1,0,0,0,0.0,0.0,-249,-1,-1
552,590,the,1,1,1,940,940.0,313.3333333333333,940,1,1
553,590,government,1,0,0,0,0.0,0.0,-940,-1,-1
554,590,of,1,0,0,0,0.0,0.0,0,0,0
555,590,present,1,0,0,0,0.0,0.0,0,0,0
556,590,Kais,1,0,0,0,0.0,0.0,0,0,0
557,590,Saied,1,0,0,0,0.0,0.0,0,0,0
558,590,for,1,0,0,0,0.0,0.0,0,0,0
559,590,failing,1,0,0,0,0.0,0.0,0,0,0
560,590,to,1,0,0,0,0.0,0.0,0,0,0
561,590,tackle,1,0,0,0,0.0,0.0,0,0,0
562,590,inflation,1,0,0,0,0.0,0.0,0,0,0
563,590,and,1,0,0,0,0.0,0.0,0,0,0
564,590,rising,1,0,0,0,0.0,0.0,0,0,0
565,590,prices,1,0,0,0,0.0,0.0,0,0,0
566,590,for,1,0,0,0,0.0,0.0,0,0,0
567,590,staple,0,1,1,202,101.0,33.666666666666664,202,1,1
568,590,goods,1,0,0,0,0.0,0.0,-202,-1,-1
569,590,Videos,1,0,0,0,0.0,0.0,0,0,0
570,590,on,1,0,0,0,0.0,0.0,0,0,0
571,590,social,1,1,1,331,165.5,55.16666666666666,331,1,1
572,590,media,1,1,1,292,146.0,58.4,-39,0,0
573,590,shows,1,2,2,567,567.0,113.4,275,1,1
574,590,supermarket,1,2,3,891,222.75,81.0,324,1,0
575,590,customers,1,3,5,1912,956.0,212.44444444444449,1021,2,1
576,590,scuffling,1,4,5,1801,900.5,200.11111111111111,-111,0,1
577,590,over,1,2,2,787,787.0,196.75,-1014,-3,-2
578,590,packets,1,2,4,1486,743.0,212.28571428571428,699,2,0
579,590,of,1,1,1,236,236.0,118.0,-1250,-3,-1
580,590,sugar,1,1,2,1506,753.0,301.2,1270,1,0
581,590,NASA,1,0,0,0,0.0,0.0,0,0,0
582,590,is,1,1,1,764,764.0,382.0,764,1,1
583,590,preparing,1,2,3,944,314.6666666666667,104.88888888888889,180,2,1
584,590,to,1,0,0,0,0.0,0.0,-944,-3,-2
585,590,crash,1,3,3,1213,1213.0,242.6,1213,3,3
586,590,a,1,2,2,504,504.0,504.0,-709,-1,-1
587,590,probe,0,2,2,666,666.0,133.2,162,0,0
588,590,into,1,1,1,786,393.0,196.5,120,-1,-1
589,590,an,1,1,1,555,555.0,277.5,-231,0,0
590,590,asteroid,1,1,1,429,143.0,53.625,-126,0,0
591,590,some,1,1,1,616,616.0,154.0,187,0,0
592,590,11,1,0,0,0,0.0,0.0,-616,-1,-1
593,590,million,1,1,1,209,104.5,29.857142857142858,209,1,1
594,590,kilometers,1,2,3,1057,352.3333333333333,105.7,848,2,1
595,590,from,1,0,0,0,0.0,0.0,-1057,-3,-2
596,590,Earth,1,1,1,559,559.0,111.8,559,1,1
597,590,to,1,0,0,0,0.0,0.0,-559,-1,-1
598,590,assess,1,1,1,201,100.5,33.5,201,1,1
599,590,how,1,1,1,663,663.0,221.0,462,0,0
600,590,difficult,1,1,1,220,73.33333333333333,24.444444444444443,-443,0,0
601,590,it,1,0,0,0,0.0,0.0,-220,-1,-1
602,590,would,1,1,1,518,518.0,103.6,518,1,1
603,590,be,1,1,1,799,799.0,399.5,281,0,0
604,590,to,1,1,2,418,418.0,209.0,-381,1,0
605,590,stop,1,1,1,236,236.0,59.0,-182,-1,0
606,590,a,1,1,1,418,418.0,418.0,182,0,0
607,590,sizable,1,2,2,893,446.5,127.57142857142856,475,1,1
608,590,piece,1,0,0,0,0.0,0.0,-893,-2,-2
609,590,of,1,1,1,576,576.0,288.0,576,1,1
610,590,space,1,2,2,869,869.0,173.8,293,1,1
611,590,rock,1,1,1,210,210.0,52.5,-659,-1,-1
612,590,hitting,1,1,1,307,153.5,43.85714285714285,97,0,0
613,590,our,1,1,2,464,464.0,154.66666666666666,157,1,0
614,590,planet,1,0,0,0,0.0,0.0,-464,-2,-1
615,590,The,1,1,2,521,521.0,173.66666666666666,521,2,1
616,590,spacecraft,1,2,3,938,469.0,93.8,417,1,1
617,590,will,1,0,0,0,0.0,0.0,-938,-3,-2
618,590,strike,1,1,1,567,567.0,94.5,567,1,1
619,590,the,1,1,1,506,506.0,168.66666666666666,-61,0,0
620,590,target,1,1,1,534,267.0,89.0,28,0,0
621,590,called,1,1,1,305,305.0,50.833333333333336,-229,0,0
622,590,Dimorphos,1,1,1,322,107.33333333333331,35.77777777777778,17,0,0
623,590,at,1,1,1,389,389.0,194.5,67,0,0
624,590,over,1,2,2,756,756.0,189.0,367,1,1
625,590,20000,1,1,1,243,243.0,48.6,-513,-1,-1
626,590,kilometers,1,0,0,0,0.0,0.0,-243,-1,-1
627,590,per,1,0,0,0,0.0,0.0,0,0,0
628,590,hour,1,0,0,0,0.0,0.0,0,0,0
629,590,Scientists,1,0,0,0,0.0,0.0,0,0,0
630,590,believe,1,0,0,0,0.0,0.0,0,0,0
631,590,this,1,0,0,0,0.0,0.0,0,0,0
632,590,would,1,0,0,0,0.0,0.0,0,0,0
633,590,be,1,0,0,0,0.0,0.0,0,0,0
634,590,enough,1,0,0,0,0.0,0.0,0,0,0
635,590,to,1,0,0,0,0.0,0.0,0,0,0
636,590,deflect,1,0,0,0,0.0,0.0,0,0,0
637,590,its,1,0,0,0,0.0,0.0,0,0,0
638,590,path,1,0,0,0,0.0,0.0,0,0,0
639,597,Reports,1,1,1,478,239.0,68.28571428571429,0,0,0
640,597,from,1,1,1,454,454.0,113.5,-24,0,0
641,597,Tasmania,1,1,2,737,245.66666666666663,92.125,283,1,0
642,597,indicate,1,1,2,1173,391.0,146.625,436,0,0
643,597,there,1,1,1,204,204.0,40.8,-969,-1,0
644,597,has,1,1,1,277,277.0,92.33333333333331,73,0,0
645,597,been,1,1,1,548,548.0,137.0,271,0,0
646,597,another,1,1,1,318,106.0,45.42857142857143,-230,0,0
647,597,mass,1,0,0,0,0.0,0.0,-318,-1,-1
648,597,stranding,0,1,3,1367,683.5,151.88888888888889,1367,3,1
649,597,of,1,0,0,0,0.0,0.0,-1367,-3,-1
650,597,whales,1,1,2,1135,1135.0,189.16666666666663,1135,2,1
651,597,The,1,0,0,0,0.0,0.0,-1135,-2,-1
652,597,mammals,1,0,0,0,0.0,0.0,0,0,0
653,597,have,1,1,1,475,475.0,118.75,475,1,1
654,597,become,1,1,1,246,123.0,41.0,-229,0,0
655,597,stuck,1,1,1,348,348.0,69.6,102,0,0
656,597,at,1,1,1,396,396.0,198.0,48,0,0
657,597,the,1,1,1,417,417.0,139.0,21,0,0
658,597,entrance,1,1,1,200,100.0,25.0,-217,0,0
659,597,to,1,1,1,215,215.0,107.5,15,0,0
660,597,Macquarie,1,1,2,550,183.33333333333331,61.11111111111112,335,1,0
661,597,Harbour,1,1,1,1111,555.5,158.71428571428572,561,-1,0
662,597,on,1,1,1,222,222.0,111.0,-889,0,0
663,597,the,1,0,0,0,0.0,0.0,-222,-1,-1
664,597,island's,1,1,2,686,343.0,85.75,686,2,1
665,597,west,1,1,1,665,665.0,166.25,-21,-1,0
666,597,coast,1,1,1,423,423.0,84.6,-242,0,0
667,597,It’s,1,0,0,0,0.0,0.0,-423,-1,-1
668,597,unclear,1,1,3,1028,514.0,146.85714285714286,1028,3,1
669,597,how,1,0,0,0,0.0,0.0,-1028,-3,-1
670,597,many,1,1,1,421,421.0,105.25,421,1,1
671,597,whales,1,1,1,388,388.0,64.66666666666667,-33,0,0
672,597,are,1,1,1,452,452.0,150.66666666666666,64,0,0
673,597,involved,1,1,2,744,372.0,93.0,292,1,0
674,597,Israel's,1,1,3,1024,512.0,128.0,280,1,0
675,597,prime,1,1,1,375,375.0,75.0,-649,-2,0
676,597,minister,1,1,1,210,70.0,26.25,-165,0,0
677,597,has,1,1,1,637,637.0,212.33333333333331,427,0,0
678,597,met,1,0,0,0,0.0,0.0,-637,-1,-1
679,597,Turkey's,1,1,1,666,333.0,83.25,666,1,1
680,597,president,1,1,2,611,203.66666666666663,67.88888888888889,-55,1,0
681,597,on,1,0,0,0,0.0,0.0,-611,-2,-1
682,597,the,1,1,1,209,209.0,69.66666666666667,209,1,1
683,597,sidelines,1,1,2,793,396.5,88.11111111111111,584,1,0
684,597,of,1,0,0,0,0.0,0.0,-793,-2,-1
685,597,the,1,0,0,0,0.0,0.0,0,0,0
686,597,UN,1,0,0,0,0.0,0.0,0,0,0
687,597,General,1,1,2,631,210.33333333333331,90.14285714285714,631,2,1
688,597,Assembly,1,1,1,288,96.0,36.0,-343,-1,0
689,597,Their,1,2,3,888,888.0,177.6,600,2,1
690,597,face-to-face,1,2,5,2067,1033.5,172.25,1179,2,0
691,597,talks,1,2,2,1008,1008.0,201.6,-1059,-3,0
692,597,were,1,3,3,1212,1212.0,303.0,204,1,1
693,597,the,1,1,1,348,348.0,116.0,-864,-2,-2
694,597,first,1,3,3,1725,1725.0,345.0,1377,2,2
695,597,between,1,3,5,2808,1404.0,401.1428571428572,1083,2,0
696,597,leaders,1,3,4,1748,874.0,249.7142857142857,-1060,-1,0
697,597,of,1,3,3,1752,1752.0,876.0,4,-1,0
698,597,their,1,4,4,1621,1621.0,324.2,-131,1,1
699,597,two,1,3,3,852,852.0,284.0,-769,-1,-1
700,597,countries,1,3,5,2269,1134.5,252.11111111111111,1417,2,0
701,597,for,1,2,3,1306,1306.0,435.3333333333333,-963,-2,-1
702,597,14,1,1,1,207,207.0,103.5,-1099,-2,-1
703,597,years,1,3,4,2289,2289.0,457.8,2082,3,2
704,597,Israel's,1,2,2,451,225.5,56.375,-1838,-2,-1
705,597,Yair,1,1,1,424,424.0,106.0,-27,-1,-1
706,597,Lapid,1,1,1,208,208.0,41.6,-216,0,0
707,597,asked,1,2,2,709,709.0,141.8,501,1,1
708,597,President,1,1,1,276,92.0,30.666666666666668,-433,-1,-1
709,597,Recep,1,2,2,528,264.0,105.6,252,1,1
710,597,Tayyip,1,1,1,215,215.0,35.833333333333336,-313,-1,-1
711,597,Erdogan,1,0,0,0,0.0,0.0,-215,-1,-1
712,597,to,1,0,0,0,0.0,0.0,0,0,0
713,597,help,1,1,1,211,211.0,52.75,211,1,1
714,597,bring,1,1,1,321,321.0,64.2,110,0,0
715,597,home,1,1,1,350,350.0,87.5,29,0,0
716,597,two,1,1,1,656,656.0,218.66666666666663,306,0,0
717,597,Israelis,0,1,1,868,434.0,108.5,212,0,0
718,597,captured,1,2,5,1989,994.5,248.625,1121,4,1
719,597,by,1,1,1,223,223.0,111.5,-1766,-4,-1
720,597,the,1,0,0,0,0.0,0.0,-223,-1,-1
721,597,Islamist,1,1,2,1175,587.5,146.875,1175,2,1
722,597,movement,1,1,2,632,316.0,79.0,-543,0,0
723,597,Hamas,1,1,1,216,216.0,43.2,-416,-1,0
724,597,in,1,0,0,0,0.0,0.0,-216,-1,-1
725,597,the,1,1,1,487,487.0,162.33333333333334,487,1,1
726,597,Gaza,1,0,0,0,0.0,0.0,-487,-1,-1
727,597,Strip,1,0,0,0,0.0,0.0,0,0,0
728,597,Hurricane,1,1,2,786,262.0,87.33333333333333,786,2,1
729,597,Fiona,1,1,1,637,637.0,127.4,-149,-1,0
730,597,is,1,0,0,0,0.0,0.0,-637,-1,-1
731,597,continuing,1,1,2,451,112.75,45.1,451,2,1
732,597,to,1,0,0,0,0.0,0.0,-451,-2,-1
733,597,lash,1,1,1,264,264.0,66.0,264,1,1
734,597,parts,1,1,1,521,521.0,104.2,257,0,0
735,597,of,1,1,1,380,380.0,190.0,-141,0,0
736,597,the,1,1,1,890,890.0,296.6666666666667,510,0,0
737,597,Turks,1,0,0,0,0.0,0.0,-890,-1,-1
738,597,and,1,1,1,284,284.0,94.66666666666669,284,1,1
739,597,Caicos,1,1,1,319,319.0,53.16666666666666,35,0,0
740,597,Islands,1,0,0,0,0.0,0.0,-319,-1,-1
741,597,in,1,1,1,459,459.0,229.5,459,1,1
742,597,the,1,0,0,0,0.0,0.0,-459,-1,-1
743,597,Caribbean,1,0,0,0,0.0,0.0,0,0,0
744,597,with,1,0,0,0,0.0,0.0,0,0,0
745,597,strong,1,1,1,342,342.0,57.0,342,1,1
746,597,winds,1,1,1,395,395.0,79.0,53,0,0
747,597,and,1,1,1,282,282.0,94.0,-113,0,0
748,597,heavy,1,1,1,494,494.0,98.8,212,0,0
749,597,rain,1,0,0,0,0.0,0.0,-494,-1,-1
750,597,The,1,1,1,222,222.0,74.0,222,1,1
751,597,Category,1,1,2,591,147.75,73.875,369,1,0
752,597,3,1,0,0,0,0.0,0.0,-591,-2,-1
753,597,hurricane,1,1,3,874,291.3333333333333,97.11111111111111,874,3,1
754,597,has,1,1,1,675,675.0,225.0,-199,-2,0
755,597,already,1,1,1,390,195.0,55.71428571428572,-285,0,0
756,597,caused,1,1,1,660,660.0,110.0,270,0,0
757,597,major,1,0,0,0,0.0,0.0,-660,-1,-1
758,597,damage,1,1,2,852,426.0,142.0,852,2,1
759,597,in,1,0,0,0,0.0,0.0,-852,-2,-1
760,597,the,1,1,1,211,211.0,70.33333333333333,211,1,1
761,597,Dominican,1,1,1,478,159.33333333333334,53.11111111111112,267,0,0
762,597,Republic,1,0,0,0,0.0,0.0,-478,-1,-1
763,597,and,1,0,0,0,0.0,0.0,0,0,0
764,597,the,1,1,1,567,567.0,189.0,567,1,1
765,597,US,1,0,0,0,0.0,0.0,-567,-1,-1
766,597,territory,1,1,2,1007,251.75,111.88888888888889,1007,2,1
767,597,of,1,0,0,0,0.0,0.0,-1007,-2,-1
768,597,Puerto,1,0,0,0,0.0,0.0,0,0,0
769,597,Rico,1,1,1,209,104.5,52.25,209,1,1
770,597,As,1,1,1,473,473.0,236.5,264,0,0
771,597,Wendy,1,1,1,231,231.0,46.2,-242,0,0
772,597,Erka,1,1,1,292,146.0,73.0,61,0,0
